Bruvs,Spec,SumOfMAXNUM,CRUISENUM,LOCATION,FAMILY,GENUS,SPECIES,CAABCODE,STAGE,TIMEFIRSTSEEN,TIMEMAXNUMSEEN,TIMEFIRSTFEED,ACTIVITY,TAPEREADER
"DEH_4, 3",Unknown sp19,1,30,Ashmore Reef,Scaridae,Unknown,sp19,37990554,AD,2.35,2.35,,P,Ross Marriott
"DEH_4, 3",Unknown sp21,1,30,Ashmore Reef,Labridae,Unknown,sp21,37991848,AD,7.28333,7.28333,,P,Ross Marriott
"DEH_4, 3",Parupeneus multifasciatus,3,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,2.83333,2.83333,,P,Ross Marriott
"DEH_4, 4",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,1.86666,1.86666,,P,Ross Marriott
"DEH_4, 3",Parapercis nebulosa,1,30,Ashmore Reef,Pinguipedidae,Parapercis,nebulosa,37390005,AD,6.15,6.15,,P,Ross Marriott
"DEH_4, 4",Caesio lunaris,2,30,Ashmore Reef,Caesionidae,Caesio,lunaris,37346061,AD,1.2,4.15,,P,Ross Marriott
"DEH_4, 4",Caesio teres,20,30,Ashmore Reef,Caesionidae,Caesio,teres,37346037,AD,6.1,26.58333,,P,Ross Marriott
"DEH_4, 4",Caranx ignobilis,2,30,Ashmore Reef,Carangidae,Caranx,ignobilis,37337027,AD,25.38333,25.45,,P,Ross Marriott
"DEH_4, 4",Caranx melampygus,2,30,Ashmore Reef,Carangidae,Caranx,melampygus,37337050,AD,1.21666,1.21666,,P,Ross Marriott
"DEH_4, 4",Cephalopholis argus,1,30,Ashmore Reef,Serranidae,Cephalopholis,argus,37311082,AD,17.63333,17.63333,,P,Ross Marriott
"DEH_4, 4",Cetoscarus ocellatus,1,30,Ashmore Reef,Scaridae,Cetoscarus,ocellatus,37386007,AD,3.3,3.3,,P,Ross Marriott
"DEH_4, 4",Chromis amboinensis,1,30,Ashmore Reef,Pomacentridae,Chromis,amboinensis,37372034,AD,1.1,1.1,,P,Ross Marriott
"DEH_4, 4",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,1.93333,1.93333,,P,Ross Marriott
"DEH_4, 3",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,16.4,16.4,,P,Ross Marriott
"DEH_4, 3",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,5.21666,5.21666,,P,Ross Marriott
"DEH_4, 3",Balistoides conspicillum,1,30,Ashmore Reef,Balistidae,Balistoides,conspicillum,37465031,AD,54.36666,54.36666,,P,Ross Marriott
"DEH_4, 3",Caesio teres,3,30,Ashmore Reef,Caesionidae,Caesio,teres,37346037,AD,1.93333,10.4,,P,Ross Marriott
"DEH_4, 3",Caranx melampygus,3,30,Ashmore Reef,Carangidae,Caranx,melampygus,37337050,AD,16.38333,16.41667,,P,Ross Marriott
"DEH_4, 3",Chaetodon auriga,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,5.26666,5.26666,,P,Ross Marriott
"DEH_4, 3",Echeneis naucrates,1,30,Ashmore Reef,Echeneidae,Echeneis,naucrates,37336001,AD,22.25,22.26667,,P,Ross Marriott
"DEH_4, 3",Epinephelus fuscoguttatus,1,30,Ashmore Reef,Serranidae,Epinephelus,fuscoguttatus,37311021,JUV,13.13333,13.13333,,P,Ross Marriott
"DEH_4, 3",Pentapodus emeryii,2,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,2.46666,3.83333,9.86666,F,Ross Marriott
"DEH_4, 3",Lethrinus nebulosus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,nebulosus,37351008,AD,10.85,10.85,,P,Ross Marriott
"DEH_4, 4",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,47.81667,47.81667,,P,Ross Marriott
"DEH_4, 3",Lethrinus rubrioperculatus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,11.95,12.45,12.31667,F,Ross Marriott
"DEH_4, 3",Lutjanus bohar,3,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,AD,4.31666,11.33333,12.63333,F,Ross Marriott
"DEH_4, 3",Lutjanus decussatus,2,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,2.88333,10.95,,P,Ross Marriott
"DEH_4, 3",Lutjanus gibbus,15,30,Ashmore Reef,Lutjanidae,Lutjanus,gibbus,37346028,AD,3.48333,55.83333,8.88333,F,Ross Marriott
"DEH_4, 3",Macolor niger,1,30,Ashmore Reef,Lutjanidae,Macolor,niger,37346048,AD,1.65,1.65,,P,Ross Marriott
"DEH_4, 3",Malacanthus brevirostris,1,30,Ashmore Reef,Malacanthidae,Malacanthus,brevirostris,37331009,AD,1.75,1.75,,P,Ross Marriott
"DEH_4, 3",Naso annulatus,1,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,11.4,11.4,,P,Ross Marriott
"DEH_4, 3",Labroides dimidiatus,1,30,Ashmore Reef,Labridae,Labroides,dimidiatus,37384028,AD,28.8,28.8,30.56667,F,Ross Marriott
"DEH_4, 5",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,17.68333,17.68333,,P,Ross Marriott
"DEH_4, 4",Scarus rubroviolaceus,3,30,Ashmore Reef,Scaridae,Scarus,rubroviolaceus,37386028,AD,27,27.41667,,P,Ross Marriott
"DEH_4, 4",Siganus punctatus,2,30,Ashmore Reef,Siganidae,Siganus,punctatus,37438003,AD,5.35,5.51666,,P,Ross Marriott
"DEH_4, 4",Siganus virgatus,2,30,Ashmore Reef,Siganidae,Siganus,virgatus,37438016,AD,8.98333,8.98333,,P,Ross Marriott
"DEH_4, 4",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,20.98333,20.98333,,P,Ross Marriott
"DEH_4, 4",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,4.61666,4.61666,,P,Ross Marriott
"DEH_4, 4",Unknown sp11,1,30,Ashmore Reef,Pomacentridae,Unknown,sp11,37990560,AD,16.51667,16.51667,,P,Ross Marriott
"DEH_4, 4",Unknown sp20,1,30,Ashmore Reef,Scaridae,Unknown,sp20,37990559,AD,3.41666,3.41666,,P,Ross Marriott
"DEH_4, 4",Ctenochaetus striatus,2,30,Ashmore Reef,Acanthuridae,Ctenochaetus,striatus,37437022,AD,47.66667,60.88334,,P,Ross Marriott
"DEH_4, 5",Acanthurus dussumieri,1,30,Ashmore Reef,Acanthuridae,Acanthurus,dussumieri,37437008,AD,28.53333,28.53333,,P,Ross Marriott
"DEH_4, 4",Pomacanthus sexstriatus,2,30,Ashmore Reef,Pomacanthidae,Pomacanthus,sexstriatus,37365010,AD,41.1,41.21667,,P,Ross Marriott
"DEH_4, 5",Carangoides ferdau,30,30,Ashmore Reef,Carangidae,Carangoides,ferdau,37337068,AD,1.01666,1.56666,,P,Ross Marriott
"DEH_4, 5",Carangoides orthogrammus,1,30,Ashmore Reef,Carangidae,Carangoides,orthogrammus,37337057,AD,18.11667,18.11667,,P,Ross Marriott
"DEH_4, 5",Carangoides plagiotaenia,3,30,Ashmore Reef,Carangidae,Carangoides,plagiotaenia,37337070,AD,1.8,48.05,,P,Ross Marriott
"DEH_4, 5",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,AD,27.78333,27.78333,,P,Ross Marriott
"DEH_4, 5",Chaetodon lineolatus,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,lineolatus,37365041,AD,29.05,29.05,,P,Ross Marriott
"DEH_4, 5",Coris pictoides,10,30,Ashmore Reef,Labridae,Coris,pictoides,37384096,AD,39.48333,40.5,39.81667,"F,SC",Ross Marriott
"DEH_4, 5",Fistularia sp,6,30,Ashmore Reef,Fistulariidae,Fistularia,sp,37278900,AD,6.16666,6.31666,,P,Ross Marriott
"DEH_4, 4",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,4.05,4.05,,P,Ross Marriott
"DEH_4, 4",Lutjanus quinquelineatus,3,30,Ashmore Reef,Lutjanidae,Lutjanus,quinquelineatus,37346006,AD,1.56666,16.85,,P,Ross Marriott
"DEH_5, 5",Pomacanthus sexstriatus,2,30,Ashmore Reef,Pomacanthidae,Pomacanthus,sexstriatus,37365010,AD,6.31666,6.48333,,P,Ross Marriott
"DEH_4, 4",Gymnosarda unicolor,1,30,Ashmore Reef,Scombridae,Gymnosarda,unicolor,37441029,AD,44.86666,44.86666,,P,Ross Marriott
"DEH_4, 4",Halichoeres marginatus,1,30,Ashmore Reef,Labridae,Halichoeres,marginatus,37384114,AD,16.66667,16.66667,,P,Ross Marriott
"DEH_4, 4",Heniochus acuminatus,1,30,Ashmore Reef,Chaetodontidae,Heniochus,acuminatus,37365011,AD,18.85,18.85,,P,Ross Marriott
"DEH_4, 4",Lethrinus atkinsoni,1,30,Ashmore Reef,Lethrinidae,Lethrinus,atkinsoni,37351013,AD,5.38333,5.38333,,P,Ross Marriott
"DEH_4, 4",Lethrinus obsoletus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,obsoletus,37351019,AD,18.35,18.35,,P,Ross Marriott
"DEH_4, 4",Lutjanus bohar,4,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,AD,2.36666,13.66667,32,F,Ross Marriott
"DEH_4, 4",Pygoplites diacanthus,1,30,Ashmore Reef,Pomacanthidae,Pygoplites,diacanthus,37365082,AD,45.13334,45.13334,,P,Ross Marriott
"DEH_4, 4",Lutjanus gibbus,30,30,Ashmore Reef,Lutjanidae,Lutjanus,gibbus,37346028,AD,1.18333,29.35,26.28333,F,Ross Marriott
"DEH_4, 4",Pterocaesio marri,1,30,Ashmore Reef,Caesionidae,Pterocaesio,marri,37346068,AD,1.68333,1.68333,,P,Ross Marriott
"DEH_4, 4",Macolor niger,4,30,Ashmore Reef,Lutjanidae,Macolor,niger,37346048,AD,1.15,10.41667,,P,Ross Marriott
"DEH_4, 4",Monotaxis grandoculis,1,30,Ashmore Reef,Lethrinidae,Monotaxis,grandoculis,37351026,AD,8.31666,8.31666,,P,Ross Marriott
"DEH_4, 4",Naso annulatus,16,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,1.91666,4.21666,,P,Ross Marriott
"DEH_4, 4",Naso lituratus,1,30,Ashmore Reef,Acanthuridae,Naso,lituratus,37437029,AD,1.15,1.15,,P,Ross Marriott
"DEH_4, 4",Naso vlamingii,2,30,Ashmore Reef,Acanthuridae,Naso,vlamingii,37437032,AD,1.91666,2.36666,,P,Ross Marriott
"DEH_4, 4",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,21,21,,P,Ross Marriott
"DEH_4, 4",Pomacanthus imperator,1,30,Ashmore Reef,Pomacanthidae,Pomacanthus,imperator,37365014,AD,1.48333,1.48333,,P,Ross Marriott
"DEH_4, 4",Forcipiger longirostris,2,30,Ashmore Reef,Chaetodontidae,Forcipiger,longirostris,37365069,AD,13.15,13.25,,P,Ross Marriott
"DEH_4, 4",Lutjanus decussatus,4,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,1.35,3.1,,P,Ross Marriott
