OpCode,MaxN,Family,Genus,Species
DEH_8_2,1,Balistidae,Abalistes,stellatus
DEH_8_2,2,Labridae,Coris,pictoides
DEH_8_2,1,Labridae,Iniistius,pavo
DEH_8_2,8,Lethrinidae,Lethrinus,rubrioperculatus
DEH_8_3,1,Labridae,Labroides,dimidiatus
DEH_8_2,6,Nemipteridae,Pentapodus,vitta
DEH_8_3,1,Hemigaleidae,Hemipristis,elongata
DEH_8_2,1,Rhinidae,Rhynchobatus,djiddensis
DEH_8_2,2,Lethrinidae,Unknown,sp3
DEH_8_3,1,Balistidae,Abalistes,stellatus
DEH_8_3,1,Acanthuridae,Acanthurus,auranticavus
DEH_8_3,2,Pomacanthidae,Apolemichthys,trimaculatus
DEH_8_3,2,Carangidae,Carangoides,caeruleopinnatus
DEH_8_3,1,Chaetodontidae,Chaetodon,kleinii
DEH_8_1,3,Nemipteridae,Pentapodus,emeryii
DEH_8_2,3,Mullidae,Parupeneus,barberinoides
DEH_3_4,1,Scaridae,Unknown,sp18
DEH_3_4,1,Echeneidae,Echeneis,naucrates
DEH_3_4,1,Pomacanthidae,Pomacanthus,imperator
DEH_3_4,1,Pomacanthidae,Pomacanthus,semicirculatus
DEH_3_4,15,Pomacentridae,Pomacentrus,bankanensis
DEH_3_4,7,Pomacentridae,Pomacentrus,coelestis
DEH_3_4,1,Nemipteridae,Scolopsis,xenochrous
DEH_3_4,2,Siganidae,Siganus,punctatus
DEH_3_4,3,Mullidae,Parupeneus,multifasciatus
DEH_3_4,1,Carcharhinidae,Triaenodon,obesus
DEH_3_4,1,Balistidae,Odonus,niger
DEH_3_4,1,Serranidae,Variola,albimarginata
DEH_3_4,2,Zanclidae,Zanclus,cornutus
DEH_3_4,2,Acanthuridae,Zebrasoma,scopas
DEH_3_6,1,Acanthuridae,Acanthurus,olivaceus
DEH_3_6,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_3_6,2,Chaetodontidae,Chaetodon,auriga
DEH_3_6,1,Echeneidae,Echeneis,naucrates
DEH_3_4,1,Balistidae,Sufflamen,chrysopterum
DEH_3_4,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_4_3,8,Acanthuridae,Acanthurus,dussumieri
DEH_3_4,1,Labridae,Gomphosus,varius
DEH_3_4,1,Labridae,Halichoeres,hortulanus
DEH_3_4,1,Labridae,Halichoeres,marginatus
DEH_3_4,1,Labridae,Halichoeres,melanochir
DEH_3_4,1,Labridae,Hemigymnus,melapterus
DEH_3_4,1,Labridae,Hologymnosus,doliatus
DEH_3_4,1,Nemipteridae,Pentapodus,emeryii
DEH_3_4,1,Lethrinidae,Lethrinus,atkinsoni
DEH_3_6,3,Lethrinidae,Lethrinus,rubrioperculatus
DEH_3_4,1,Lutjanidae,Lutjanus,bohar
DEH_3_4,1,Lutjanidae,Lutjanus,decussatus
DEH_3_4,1,Lutjanidae,Lutjanus,semicinctus
DEH_3_4,1,Lethrinidae,Monotaxis,grandoculis
DEH_3_4,2,Acanthuridae,Naso,caesius
DEH_3_4,2,Acanthuridae,Naso,lituratus
DEH_3_4,1,Dasyatidae,Neotrygon,australiae
DEH_3_4,2,Labridae,Labroides,dimidiatus
DEH_4_2,1,Lethrinidae,Lethrinus,nebulosus
DEH_4_1,1,Tetraodontidae,Unknown,sp4
DEH_4_2,1,Lutjanidae,Aprion,virescens
DEH_4_2,1,Carangidae,Carangoides,ferdau
DEH_4_2,1,Carangidae,Carangoides,orthogrammus
DEH_4_2,3,Carangidae,Caranx,melampygus
DEH_4_2,4,Labridae,Cirrhilabrus,sp
DEH_4_2,1,Fistulariidae,Fistularia,sp
DEH_3_6,1,Labridae,Hologymnosus,doliatus
DEH_4_2,1,Lethrinidae,Lethrinus,amboinensis
DEH_4_1,1,Lutjanidae,Aprion,virescens
DEH_4_2,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_4_2,1,Mullidae,Parupeneus,barberinus
DEH_4_2,1,Mullidae,Parupeneus,cyclostomus
DEH_4_2,1,Pomacentridae,Pomacentrus,coelestis
DEH_4_2,1,Balistidae,Pseudobalistes,fuscus
DEH_4_2,1,Siganidae,Siganus,punctatus
DEH_5_5,20,Caesionidae,Pterocaesio,marri
DEH_4_2,2,Lethrinidae,Gymnocranius,grandoculis
DEH_3_6,2,Pomacentridae,Pomacentrus,coelestis
DEH_3_4,4,Labridae,Cirrhilabrus,exquisitus
DEH_3_6,2,Lutjanidae,Lutjanus,gibbus
DEH_3_6,3,Malacanthidae,Malacanthus,brevirostris
DEH_3_6,1,Malacanthidae,Malacanthus,latovittatus
DEH_3_6,1,Dasyatidae,Neotrygon,australiae
DEH_3_6,1,Mullidae,Parupeneus,barberinus
DEH_3_6,1,Mullidae,Parupeneus,multifasciatus
DEH_4_1,2,Pomacentridae,Unknown,sp10
DEH_3_6,1,Nemipteridae,Pentapodus,emeryii
DEH_4_1,4,Carangidae,Carangoides,ferdau
DEH_3_6,1,Scaridae,Scarus,oviceps
DEH_3_6,2,Balistidae,Sufflamen,chrysopterum
DEH_3_6,1,Balistidae,Sufflamen,fraenatum
DEH_3_6,1,Carcharhinidae,Triaenodon,obesus
DEH_3_6,1,Chelonidae,Unknown,sp1
DEH_3_6,1,Hydrophiidae,Unknown,sp11
DEH_3_6,4,Labridae,Unknown,sp11
DEH_3_6,1,Lethrinidae,Lethrinus,olivaceus
DEH_3_6,1,Mullidae,Parupeneus,pleurostigma
DEH_3_3,2,Chaetodontidae,Chaetodon,auriga
DEH_3_4,2,Chaetodontidae,Forcipiger,longirostris
DEH_3_2,2,Balistidae,Sufflamen,fraenatum
DEH_3_2,1,Carcharhinidae,Triaenodon,obesus
DEH_3_3,1,Acanthuridae,Acanthurus,auranticavus
DEH_3_3,3,Acanthuridae,Acanthurus,olivaceus
DEH_3_3,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_3_3,1,Lutjanidae,Aprion,virescens
DEH_3_2,1,Balistidae,Pseudobalistes,flavimarginatus
DEH_3_3,2,Carangidae,Caranx,melampygus
DEH_3_2,3,Mullidae,Parupeneus,multifasciatus
DEH_3_3,1,Labridae,Cheilinus,chlorourus
DEH_3_3,1,Labridae,Cheilinus,trilobatus
DEH_3_3,3,Labridae,Cirrhilabrus,sp
DEH_3_3,1,Labridae,Coris,aurilineata
DEH_3_3,1,Echeneidae,Echeneis,naucrates
DEH_3_3,1,Labridae,Hologymnosus,doliatus
DEH_3_3,2,Labridae,Labroides,dimidiatus
DEH_3_3,5,Caesionidae,Caesio,teres
DEH_3_2,3,Labridae,Coris,aurilineata
DEH_3_1,2,Siganidae,Siganus,argenteus
DEH_3_1,2,Balistidae,Sufflamen,fraenatum
DEH_3_1,2,Serranidae,Variola,albimarginata
DEH_3_2,1,Acanthuridae,Acanthurus,olivaceus
DEH_3_2,3,Lutjanidae,Aphareus,rutilans
DEH_3_2,3,Pomacanthidae,Apolemichthys,trimaculatus
DEH_3_2,1,Lutjanidae,Aprion,virescens
DEH_3_2,2,Siganidae,Siganus,argenteus
DEH_3_2,2,Chaetodontidae,Chaetodon,ephippium
DEH_3_3,1,Malacanthidae,Malacanthus,brevirostris
DEH_3_2,2,Labridae,Coris,pictoides
DEH_3_2,1,Fistulariidae,Fistularia,sp
DEH_3_2,2,Labridae,Hologymnosus,doliatus
DEH_3_2,4,Lethrinidae,Lethrinus,rubrioperculatus
DEH_3_2,2,Malacanthidae,Malacanthus,brevirostris
DEH_3_2,1,Dasyatidae,Neotrygon,australiae
DEH_3_2,1,Balistidae,Odonus,niger
DEH_3_2,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_3_4,2,Chaetodontidae,Chaetodon,lunula
DEH_3_4,2,Acanthuridae,Acanthurus,thompsoni
DEH_3_4,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_3_4,1,Tetraodontidae,Arothron,sp
DEH_3_4,2,Pomacanthidae,Centropyge,bicolor
DEH_3_4,2,Pomacanthidae,Centropyge,tibicen
DEH_3_4,2,Serranidae,Cephalopholis,urodeta
DEH_3_4,2,Chaetodontidae,Chaetodon,ephippium
DEH_3_3,4,Lethrinidae,Lethrinus,rubrioperculatus
DEH_3_4,2,Chaetodontidae,Chaetodon,lineolatus
DEH_3_4,1,Acanthuridae,Acanthurus,auranticavus
DEH_3_4,2,Chaetodontidae,Chaetodon,punctatofasciatus
DEH_3_4,1,Chaetodontidae,Chaetodon,trifascialis
DEH_3_4,2,Chaetodontidae,Chaetodon,ulietensis
DEH_3_4,1,Labridae,Cheilinus,chlorourus
DEH_3_4,2,Scaridae,Chlorurus,sordidus
DEH_3_4,1,Labridae,Choerodon,jordani
DEH_3_4,50,Pomacentridae,Chromis,amboinensis
DEH_3_4,2,Chaetodontidae,Chaetodon,kleinii
DEH_3_3,2,Siganidae,Siganus,argenteus
DEH_4_3,1,Acanthuridae,Acanthurus,olivaceus
DEH_3_3,3,Balistidae,Melichthys,vidua
DEH_3_3,1,Mullidae,Parupeneus,barberinus
DEH_3_3,2,Mullidae,Parupeneus,multifasciatus
DEH_3_3,2,Pomacanthidae,Pomacanthus,sexstriatus
DEH_3_3,2,Pomacentridae,Pomacentrus,coelestis
DEH_3_3,1,Scaridae,Scarus,oviceps
DEH_3_4,3,Acanthuridae,Acanthurus,pyroferus
DEH_3_3,2,Nemipteridae,Scolopsis,xenochrous
DEH_3_4,1,Acanthuridae,Acanthurus,nigros
DEH_3_3,1,Balistidae,Sufflamen,chrysopterum
DEH_3_3,1,Balistidae,Sufflamen,fraenatum
DEH_3_3,1,Carcharhinidae,Triaenodon,obesus
DEH_3_3,1,Hydrophiidae,Unknown,sp
DEH_3_3,1,Gobiidae,Unknown,sp1
DEH_3_3,1,Serranidae,Variola,albimarginata
DEH_3_3,2,Zanclidae,Zanclus,cornutus
DEH_3_3,1,Lutjanidae,Lutjanus,decussatus
DEH_3_3,1,Scaridae,Scarus,rubroviolaceus
DEH_5_2,1,Lethrinidae,Lethrinus,ravus
DEH_4_5,2,Scombridae,Gymnosarda,unicolor
DEH_5_1,1,Mullidae,Parupeneus,cyclostomus
DEH_5_1,1,Serranidae,Plectropomus,sp1
DEH_5_1,1,Hydrophiidae,Unknown,sp
DEH_5_1,1,Gobiidae,Unknown,sp3
DEH_5_2,3,Acanthuridae,Acanthurus,dussumieri
DEH_5_2,1,Lutjanidae,Aprion,virescens
DEH_5_1,7,Lethrinidae,Gymnocranius,grandoculis
DEH_5_2,2,Lethrinidae,Lethrinus,olivaceus
DEH_5_1,1,Lutjanidae,Aprion,virescens
DEH_5_2,9,Lethrinidae,Lethrinus,rubrioperculatus
DEH_5_2,2,Acanthuridae,Naso,annulatus
DEH_5_2,6,Mullidae,Parupeneus,heptacanthus
DEH_5_2,1,Dasyatidae,Pastinachus,ater
DEH_5_2,1,Nemipteridae,Pentapodus,emeryii
DEH_5_2,1,Balistidae,Pseudobalistes,fuscus
DEH_5_2,1,Carcharhinidae,Triaenodon,obesus
DEH_5_2,1,Lethrinidae,Gymnocranius,grandoculis
DEH_4_5,1,Tetraodontidae,Unknown,sp5
DEH_4_3,3,Acanthuridae,Acanthurus,auranticavus
DEH_4_5,7,Lethrinidae,Lethrinus,rubrioperculatus
DEH_4_5,3,Lutjanidae,Lutjanus,bohar
DEH_4_5,1,Acanthuridae,Naso,annulatus
DEH_4_5,1,Nemipteridae,Pentapodus,emeryii
DEH_4_5,1,Ephippidae,Platax,batavianus
DEH_4_5,3,Nemipteridae,Scolopsis,xenochrous
DEH_5_1,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_4_5,2,Carcharhinidae,Triaenodon,obesus
DEH_5_4,1,Dasyatidae,Taeniura,lymma
DEH_4_6,3,Carangidae,Carangoides,ferdau
DEH_4_6,30,Carangidae,Carangoides,orthogrammus
DEH_4_6,1,Carangidae,Carangoides,plagiotaenia
DEH_4_6,3,Labridae,Cheilio,inermis
DEH_4_6,1,Lethrinidae,Lethrinus,ravus
DEH_4_6,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_4_6,12,Carangidae,Unknown,sp5
DEH_4_5,2,Balistidae,Sufflamen,fraenatum
DEH_5_5,1,Lutjanidae,Lutjanus,gibbus
DEH_5_5,1,Lethrinidae,Gymnocranius,grandoculis
DEH_5_5,1,Labridae,Hemigymnus,melapterus
DEH_5_5,2,Lethrinidae,Lethrinus,obsoletus
DEH_5_5,1,Lethrinidae,Lethrinus,olivaceus
DEH_5_5,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_5_5,5,Lethrinidae,Lethrinus,semicinctus
DEH_5_5,1,Lutjanidae,Lutjanus,bohar
DEH_5_4,1,Balistidae,Abalistes,stellatus
DEH_5_5,3,Lutjanidae,Lutjanus,decussatus
DEH_5_5,1,Labridae,Coris,batuensis
DEH_5_5,1,Lutjanidae,Macolor,niger
DEH_5_5,1,Lethrinidae,Monotaxis,grandoculis
DEH_5_5,2,Mullidae,Parupeneus,barberinus
DEH_5_5,1,Mullidae,Parupeneus,cyclostomus
DEH_5_5,1,Mullidae,Parupeneus,multifasciatus
DEH_5_5,3,Nemipteridae,Pentapodus,emeryii
DEH_9_3,1,Acanthuridae,Unknown,sp2
DEH_5_5,2,Lutjanidae,Lutjanus,bohar
DEH_5_5,1,Serranidae,Cephalopholis,boenak
DEH_4_5,6,Carangidae,Gnathanodon,speciosus
DEH_5_4,1,Labridae,Unknown,sp22
DEH_5_5,2,Acanthuridae,Acanthurus,auranticavus
DEH_5_5,1,Acanthuridae,Acanthurus,dussumieri
DEH_5_5,2,Acanthuridae,Acanthurus,pyroferus
DEH_5_5,1,Labridae,Bodianus,mesothorax
DEH_5_5,22,Caesionidae,Caesio,teres
DEH_5_5,1,Serranidae,Gracila,albomarginata
DEH_5_5,1,Pomacanthidae,Centropyge,tibicen
DEH_5_5,1,Acanthuridae,Ctenochaetus,striatus
DEH_5_5,1,Serranidae,Cephalopholis,formosa
DEH_5_5,2,Chaetodontidae,Chaetodon,lineolatus
DEH_5_5,1,Chaetodontidae,Chaetodon,lunula
DEH_5_5,2,Chaetodontidae,Chaetodon,ornatissimus
DEH_5_5,1,Labridae,Cheilinus,chlorourus
DEH_5_5,1,Pomacentridae,Chromis,amboinensis
DEH_5_5,1,Chaetodontidae,Coradion,chrysozonus
DEH_5_4,1,Lutjanidae,Aprion,virescens
DEH_5_5,1,Pomacanthidae,Centropyge,bicolor
DEH_4_4,10,Caesionidae,Caesio,caerulaurea
DEH_4_5,2,Lethrinidae,Lethrinus,olivaceus
DEH_4_3,2,Pomacanthidae,Pomacanthus,imperator
DEH_4_3,15,Caesionidae,Pterocaesio,marri
DEH_4_3,2,Siganidae,Siganus,punctatus
DEH_4_3,2,Carcharhinidae,Triaenodon,obesus
DEH_4_3,1,Scaridae,Unknown,sp19
DEH_4_3,1,Labridae,Unknown,sp21
DEH_4_3,3,Mullidae,Parupeneus,multifasciatus
DEH_4_4,1,Acanthuridae,Acanthurus,olivaceus
DEH_4_3,1,Pinguipedidae,Parapercis,nebulosa
DEH_4_4,2,Caesionidae,Caesio,lunaris
DEH_4_4,20,Caesionidae,Caesio,teres
DEH_4_4,2,Carangidae,Caranx,ignobilis
DEH_4_4,2,Carangidae,Caranx,melampygus
DEH_4_4,1,Serranidae,Cephalopholis,argus
DEH_4_4,1,Scaridae,Cetoscarus,ocellatus
DEH_4_4,1,Pomacentridae,Chromis,amboinensis
DEH_4_4,1,Acanthuridae,Acanthurus,auranticavus
DEH_4_3,1,Lethrinidae,Lethrinus,olivaceus
DEH_4_3,1,Lutjanidae,Aprion,virescens
DEH_4_3,1,Balistidae,Balistoides,conspicillum
DEH_4_3,3,Caesionidae,Caesio,teres
DEH_4_3,3,Carangidae,Caranx,melampygus
DEH_4_3,1,Chaetodontidae,Chaetodon,auriga
DEH_4_3,1,Echeneidae,Echeneis,naucrates
DEH_4_3,1,Serranidae,Epinephelus,fuscoguttatus
DEH_4_3,2,Nemipteridae,Pentapodus,emeryii
DEH_4_3,1,Lethrinidae,Lethrinus,nebulosus
DEH_4_4,1,Lethrinidae,Gymnocranius,grandoculis
DEH_4_3,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_4_3,3,Lutjanidae,Lutjanus,bohar
DEH_4_3,2,Lutjanidae,Lutjanus,decussatus
DEH_4_3,15,Lutjanidae,Lutjanus,gibbus
DEH_4_3,1,Lutjanidae,Macolor,niger
DEH_4_3,1,Malacanthidae,Malacanthus,brevirostris
DEH_4_3,1,Acanthuridae,Naso,annulatus
DEH_4_3,1,Labridae,Labroides,dimidiatus
DEH_4_5,1,Lutjanidae,Aprion,virescens
DEH_4_4,3,Scaridae,Scarus,rubroviolaceus
DEH_4_4,2,Siganidae,Siganus,punctatus
DEH_4_4,2,Siganidae,Siganus,virgatus
DEH_4_4,1,Balistidae,Sufflamen,fraenatum
DEH_4_4,1,Carcharhinidae,Triaenodon,obesus
DEH_4_4,1,Pomacentridae,Unknown,sp11
DEH_4_4,1,Scaridae,Unknown,sp20
DEH_4_4,2,Acanthuridae,Ctenochaetus,striatus
DEH_4_5,1,Acanthuridae,Acanthurus,dussumieri
DEH_4_4,2,Pomacanthidae,Pomacanthus,sexstriatus
DEH_4_5,30,Carangidae,Carangoides,ferdau
DEH_4_5,1,Carangidae,Carangoides,orthogrammus
DEH_4_5,3,Carangidae,Carangoides,plagiotaenia
DEH_4_5,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_4_5,1,Chaetodontidae,Chaetodon,lineolatus
DEH_4_5,10,Labridae,Coris,pictoides
DEH_4_5,6,Fistulariidae,Fistularia,sp
DEH_4_4,1,Serranidae,Variola,albimarginata
DEH_4_4,3,Lutjanidae,Lutjanus,quinquelineatus
DEH_5_5,2,Pomacanthidae,Pomacanthus,sexstriatus
DEH_4_4,1,Scombridae,Gymnosarda,unicolor
DEH_4_4,1,Labridae,Halichoeres,marginatus
DEH_4_4,1,Chaetodontidae,Heniochus,acuminatus
DEH_4_4,1,Lethrinidae,Lethrinus,atkinsoni
DEH_4_4,1,Lethrinidae,Lethrinus,obsoletus
DEH_4_4,4,Lutjanidae,Lutjanus,bohar
DEH_4_4,1,Pomacanthidae,Pygoplites,diacanthus
DEH_4_4,30,Lutjanidae,Lutjanus,gibbus
DEH_4_4,1,Caesionidae,Pterocaesio,marri
DEH_4_4,4,Lutjanidae,Macolor,niger
DEH_4_4,1,Lethrinidae,Monotaxis,grandoculis
DEH_4_4,16,Acanthuridae,Naso,annulatus
DEH_4_4,1,Acanthuridae,Naso,lituratus
DEH_4_4,2,Acanthuridae,Naso,vlamingii
DEH_4_4,1,Nemipteridae,Pentapodus,emeryii
DEH_4_4,1,Pomacanthidae,Pomacanthus,imperator
DEH_4_4,2,Chaetodontidae,Forcipiger,longirostris
DEH_4_4,4,Lutjanidae,Lutjanus,decussatus
